2015-04-26 20:32:44 (CEST)	2 Warning	imagejpeg() [<a href='function.imagejpeg'>function.imagejpeg</a>]: Unable to open '/home/lukaszdd/domains/psppodgora.pl/public_html/ruubikcms/useruploads/images/konkursy/_thumbs/_img_20150424_102934.jpg' for writing: No such file or directory	File: fns_tinybrowser.php	Line: 113	
2015-04-26 20:32:44 (CEST)	2 Warning	chmod() [<a href='function.chmod'>function.chmod</a>]: No such file or directory	File: upload_process.php	Line: 77	
2015-04-26 20:32:45 (CEST)	2 Warning	imagejpeg() [<a href='function.imagejpeg'>function.imagejpeg</a>]: Unable to open '/home/lukaszdd/domains/psppodgora.pl/public_html/ruubikcms/useruploads/images/konkursy/_thumbs/_img_20150424_105047.jpg' for writing: No such file or directory	File: fns_tinybrowser.php	Line: 113	
2015-04-26 20:32:45 (CEST)	2 Warning	chmod() [<a href='function.chmod'>function.chmod</a>]: No such file or directory	File: upload_process.php	Line: 77	
2015-04-26 20:32:46 (CEST)	2 Warning	imagejpeg() [<a href='function.imagejpeg'>function.imagejpeg</a>]: Unable to open '/home/lukaszdd/domains/psppodgora.pl/public_html/ruubikcms/useruploads/images/konkursy/_thumbs/_img_20150424_105627.jpg' for writing: No such file or directory	File: fns_tinybrowser.php	Line: 113	
2015-04-26 20:32:46 (CEST)	2 Warning	chmod() [<a href='function.chmod'>function.chmod</a>]: No such file or directory	File: upload_process.php	Line: 77	
2015-04-26 20:32:46 (CEST)	2 Warning	imagejpeg() [<a href='function.imagejpeg'>function.imagejpeg</a>]: Unable to open '/home/lukaszdd/domains/psppodgora.pl/public_html/ruubikcms/useruploads/images/konkursy/_thumbs/_img_20150424_103142.jpg' for writing: No such file or directory	File: fns_tinybrowser.php	Line: 113	
2015-04-26 20:32:46 (CEST)	2 Warning	chmod() [<a href='function.chmod'>function.chmod</a>]: No such file or directory	File: upload_process.php	Line: 77	
2015-04-26 20:32:47 (CEST)	2 Warning	imagejpeg() [<a href='function.imagejpeg'>function.imagejpeg</a>]: Unable to open '/home/lukaszdd/domains/psppodgora.pl/public_html/ruubikcms/useruploads/images/konkursy/_thumbs/_img_20150424_105534.jpg' for writing: No such file or directory	File: fns_tinybrowser.php	Line: 113	
2015-04-26 20:32:47 (CEST)	2 Warning	chmod() [<a href='function.chmod'>function.chmod</a>]: No such file or directory	File: upload_process.php	Line: 77	
2015-04-26 20:32:48 (CEST)	2 Warning	imagejpeg() [<a href='function.imagejpeg'>function.imagejpeg</a>]: Unable to open '/home/lukaszdd/domains/psppodgora.pl/public_html/ruubikcms/useruploads/images/konkursy/_thumbs/_img_20150424_103011.jpg' for writing: No such file or directory	File: fns_tinybrowser.php	Line: 113	
2015-04-26 20:32:48 (CEST)	2 Warning	chmod() [<a href='function.chmod'>function.chmod</a>]: No such file or directory	File: upload_process.php	Line: 77	
2015-04-26 20:32:48 (CEST)	2 Warning	imagejpeg() [<a href='function.imagejpeg'>function.imagejpeg</a>]: Unable to open '/home/lukaszdd/domains/psppodgora.pl/public_html/ruubikcms/useruploads/images/konkursy/_thumbs/_img_20150424_103022.jpg' for writing: No such file or directory	File: fns_tinybrowser.php	Line: 113	
2015-04-26 20:32:48 (CEST)	2 Warning	chmod() [<a href='function.chmod'>function.chmod</a>]: No such file or directory	File: upload_process.php	Line: 77	
2015-04-26 20:32:49 (CEST)	2 Warning	imagejpeg() [<a href='function.imagejpeg'>function.imagejpeg</a>]: Unable to open '/home/lukaszdd/domains/psppodgora.pl/public_html/ruubikcms/useruploads/images/konkursy/_thumbs/_img_20150424_102941.jpg' for writing: No such file or directory	File: fns_tinybrowser.php	Line: 113	
2015-04-26 20:32:49 (CEST)	2 Warning	chmod() [<a href='function.chmod'>function.chmod</a>]: No such file or directory	File: upload_process.php	Line: 77	
2015-04-26 20:32:50 (CEST)	2 Warning	imagejpeg() [<a href='function.imagejpeg'>function.imagejpeg</a>]: Unable to open '/home/lukaszdd/domains/psppodgora.pl/public_html/ruubikcms/useruploads/images/konkursy/_thumbs/_img_20150424_105446.jpg' for writing: No such file or directory	File: fns_tinybrowser.php	Line: 113	
2015-04-26 20:32:50 (CEST)	2 Warning	chmod() [<a href='function.chmod'>function.chmod</a>]: No such file or directory	File: upload_process.php	Line: 77	
2015-09-02 21:47:18 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 355	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 355	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 355	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 355	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 355	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:29 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:32 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 355	
2015-10-15 17:17:32 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 355	
2015-10-15 17:17:32 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 355	
2015-10-15 17:17:32 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 355	
2015-10-15 17:17:32 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:32 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:32 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
2015-10-15 17:17:32 (CEST)	8192 	Function sql_regcase() is deprecated	File: fns_tinybrowser.php	Line: 371	
